0.06241,5.28764,3.33332,6.70786,0.6691,16.06033,0.25,0,,0.075138438,5.808244063,3.985079375,6.025289688,0.619465938
0.09066,6.76951,3.44336,7.64513,0.50198,18.45065,0.25,0,,0.075138438,5.808244063,3.985079375,6.025289688,0.619465938
0.08517,7.60094,3.44353,8.64172,0.56327,20.33463,0.25,0,,0.052676875,5.352148125,5.03068625,6.626167813,0.687664063
0.07886,7.60165,4.48561,8.93903,1.99721,23.10236,0.25,0,,0.054758125,4.980454375,3.688418125,5.4201275,0.611976875
0.05296,3.60846,2.72407,3.77993,0.47726,10.64268,0.25,0,,0.065266563,6.190206563,5.631737813,6.344887813,0.69999375
0.06317,3.88522,2.17897,4.2174,0.32806,10.67283,0.25,0,,0.053645625,4.300445938,4.097244375,6.22721,0.751189375
0.07435,4.56736,3.1452,4.35154,0.3904,12.52885,0.25,0,,0.050045625,4.765842188,4.370885313,5.622475,0.65594
0.11051,8.66409,5.23607,9.63787,2.25249,25.90103,0.25,0,,0.051955938,3.7436225,3.582535625,5.31647125,0.734694375
0.05052,3.87653,3.94157,4.73965,0.43643,13.04471,0.25,0,,0.068318125,4.455759063,3.447318438,4.829651563,0.545863125
0.03198,2.29417,1.851,3.28481,0.2701,7.73206,0.25,0,,0.083104688,7.401275938,5.090744375,6.433572188,0.803882813
0.11338,7.87351,6.01009,7.07553,0.61298,21.68548,0.25,0,,0.047577188,3.85815375,3.969364688,5.064597188,0.520199688
0.0581,5.08477,6.90828,7.08225,0.92329,20.0567,0.25,0,,0.069064375,5.0668,4.561243438,5.986649688,0.591772813
0.07319,4.66347,7.32345,6.68504,0.47882,19.22398,0.25,0,,0.058791875,5.010927188,4.482440938,6.171743125,0.617335938
0.10354,5.8685,5.59954,6.53771,0.6524,18.7617,0.25,0,,0.051045625,4.215800625,3.21255625,5.330697813,0.695239375
0.08578,7.20911,5.48252,5.47557,0.47256,18.72554,0.25,0,,0.05843125,5.3753125,5.130095313,6.09847,0.642433125
0.02275,3.00651,2.7482,3.75383,0.2557,9.78698,0.25,0,,0.079202188,5.675675,4.96809875,6.007981875,0.651627813
0.15812,8.12072,3.7592,6.76118,0.68801,19.48724,0.25,0,,0.050136875,3.96085875,4.859960625,5.370312188,0.680959375
0.10362,7.06724,3.77768,6.5457,0.68541,18.17965,0.25,0,,0.048537813,3.930996563,3.47691,5.488442813,0.717611875
0.05083,7.43371,3.28845,6.97682,0.33148,18.08129,0.25,0,,24.68254406,803.1043375,89.90064313,41.43358344,18.25190094
0.11085,8.78053,3.58888,7.77453,0.57775,20.83254,0.25,0,,9.72034125,219.3576472,35.60285531,33.58252219,12.69308
0.05443,6.89361,3.62685,7.33591,0.80789,18.71869,0.25,0,,9.528717813,285.2450153,50.38597156,30.0225075,7.182875313
0.04287,4.05664,2.80008,4.69895,0.40204,12.00058,0.25,0,,10.27475188,359.6020597,55.23309063,36.06828938,17.85376875
0.09126,6.64486,2.88461,5.9115,0.34,15.87223,0.25,0,,19.848485,454.8420631,47.21080875,31.35231281,11.47804
0.02851,2.5148,1.48572,3.94529,0.24756,8.22188,0.25,0,,35.62887063,1060.681719,110.7589613,36.46421438,11.73860844
0.0627,3.72198,2.49885,4.62796,0.33465,11.24614,0.25,0,,46.765135,1364.578424,65.65312813,31.68758406,13.36618063
0.08526,7.81848,4.9022,6.63514,0.85247,20.29355,0.25,0,,83.35710313,4504.621923,356.9813369,62.06259344,17.23310719
0.02474,2.04968,2.69709,3.91737,0.41043,9.09932,0.25,0,,11.91223875,211.3045616,42.38205844,30.91615375,10.92058031
0.02865,2.30123,1.88713,3.16408,0.23787,7.61895,0.25,0,,33.52336281,863.92604,104.0599544,47.05878938,20.5577
0.15062,10.04472,5.17949,7.45502,0.75689,23.58674,0.25,0,,57.94741813,1831.471353,83.84250563,51.947205,26.27012219
0.03584,3.37777,4.3432,4.96014,0.86113,13.57809,0.25,0,,11.49084563,229.0651969,37.84046875,34.12147094,17.78017188
0.11997,9.12379,6.1893,7.15099,0.51299,23.09704,0.25,0,,65.25402906,2152.142986,180.186975,55.36017063,21.32761344
0.09883,8.05261,6.75903,6.39382,0.49429,21.79858,0.25,0,,3.623506563,105.3274466,20.12389,26.35404563,13.7143125
0.06241,5.28764,3.33332,6.70786,0.6691,16.06033,0.25,0,,82.11529813,1773.101391,120.9105816,53.25199344,25.07639625
0.09066,6.76951,3.44336,7.64513,0.50198,18.45065,0.25,0,,76.67455906,2492.987492,188.9885634,70.92985938,33.21781531
0.08517,7.60094,3.44353,8.64172,0.56327,20.33463,0.25,0,,24.04822156,915.3015547,82.75251094,34.284045,10.73993063
0.07886,7.60165,4.48561,8.93903,1.99721,23.10236,0.25,0,,1.022649063,37.35587188,10.84038156,16.95336,8.39545
0.05296,3.60846,2.72407,3.77993,0.47726,10.64268,0.25,0,,0.835125,34.13273719,11.61428281,16.00614813,6.641168125
0.06317,3.88522,2.17897,4.2174,0.32806,10.67283,0.25,0,,0.992690313,42.21068844,15.40930688,17.80024688,4.594538125
0.07435,4.56736,3.1452,4.35154,0.3904,12.52885,0.25,0,,0.689733438,46.69100188,17.23190469,20.91404031,8.6405
0.11051,8.66409,5.23607,9.63787,2.25249,25.90103,0.25,0,,0.506830938,27.29900375,11.00636375,16.09928938,7.463317813
0.05052,3.87653,3.94157,4.73965,0.43643,13.04471,0.25,0,,0.481250313,26.93018438,11.26585531,15.60486469,7.731357813
0.03198,2.29417,1.851,3.28481,0.2701,7.73206,0.25,0,,0.661527813,24.90713219,10.117085,14.49504219,5.862895625
0.11338,7.87351,6.01009,7.07553,0.61298,21.68548,0.25,0,,1.131805,53.36103438,14.81326313,18.81275938,8.311532188
0.0581,5.08477,6.90828,7.08225,0.92329,20.0567,0.25,0,,1.090069688,57.54281438,20.70642219,25.37833219,9.81780625
0.07319,4.66347,7.32345,6.68504,0.47882,19.22398,0.25,0,,0.87312,45.71950875,15.18194,20.06261281,7.05572
0.10354,5.8685,5.59954,6.53771,0.6524,18.7617,0.25,0,,0.376843125,21.2292575,9.06828125,14.5260725,6.0125125
0.08578,7.20911,5.48252,5.47557,0.47256,18.72554,0.25,0,,0.361999063,21.60987594,8.98394125,17.77182406,8.199462813
0.02275,3.00651,2.7482,3.75383,0.2557,9.78698,0.25,0,,0.360704063,19.02959656,8.415583438,14.55251781,6.847876563
0.15812,8.12072,3.7592,6.76118,0.68801,19.48724,0.25,0,,0.643389063,35.38262156,13.82632781,17.76443188,5.063050313
0.10362,7.06724,3.77768,6.5457,0.68541,18.17965,0.25,0,,0.311715938,18.27691781,8.03094125,15.98118625,7.530201563
0.05083,7.43371,3.28845,6.97682,0.33148,18.08129,0.25,0,,0.3654975,21.60249625,8.519805625,16.98698125,9.289440625
0.11085,8.78053,3.58888,7.77453,0.57775,20.83254,0.25,0,,0.376461875,24.21460219,10.01982094,17.82894719,8.450000625
0.05443,6.89361,3.62685,7.33591,0.80789,18.71869,0.25,0,,8.9029625,460.3171344,104.3665056,94.6855175,35.60638313
0.04287,4.05664,2.80008,4.69895,0.40204,12.00058,0.25,0,,42.06532375,1611.710773,245.5405475,114.1701281,34.6982025
0.09126,6.64486,2.88461,5.9115,0.34,15.87223,0.25,0,,100.9498969,4152.268598,371.6640175,155.9956197,54.38179969
0.02851,2.5148,1.48572,3.94529,0.24756,8.22188,0.25,0,,9.502721875,376.0894613,84.12403813,91.77187594,62.42326281
0.0627,3.72198,2.49885,4.62796,0.33465,11.24614,0.25,0,,28.87184938,707.9042775,162.1082178,122.7443003,67.53871719
0.08526,7.81848,4.9022,6.63514,0.85247,20.29355,0.25,0,,32.21142438,1485.256087,184.4192559,115.7842978,48.06148938
0.02474,2.04968,2.69709,3.91737,0.41043,9.09932,0.25,0,,62.51899,2378.605142,200.1716834,73.44009844,30.94215344
0.02865,2.30123,1.88713,3.16408,0.23787,7.61895,0.25,0,,13.20813781,440.3371191,64.16615125,67.83109125,36.60234656
0.15062,10.04472,5.17949,7.45502,0.75689,23.58674,0.25,0,,18.85339594,404.7439519,74.76090063,123.4791641,85.73916438
0.03584,3.37777,4.3432,4.96014,0.86113,13.57809,0.25,0,,4.3505125,313.4682172,82.93578219,113.5137628,69.30345375
0.11997,9.12379,6.1893,7.15099,0.51299,23.09704,0.25,0,,68.35776563,1489.340256,166.9392466,94.72220281,49.46805375
0.09883,8.05261,6.75903,6.39382,0.49429,21.79858,0.25,0,,46.14466688,1580.722428,200.27101,162.7618663,86.3815525
0.04674,4.37901,3.72531,7.47139,0.69924,16.32168,0.25,0,,47.98033938,1184.405496,152.6426669,104.3758147,63.70004813
0.06092,5.32449,4.32489,8.24238,0.54505,18.49773,0.25,0,,18.99667313,517.8975219,109.1355281,222.8412413,242.4375403
0.07965,7.0588,4.73725,9.438,0.64174,21.95543,0.25,0,,21.25016375,841.5034909,151.2555425,223.1803525,202.5035113
0.09433,7.26994,5.43373,8.09877,1.76145,22.65822,0.25,0,,37.79560719,1017.9783,214.1735516,196.4098659,167.1889169
0.04389,3.66291,3.14459,4.0558,0.51437,11.42156,0.25,0,,7.164155938,372.9728422,113.2319138,169.6127009,103.3654522
0.03344,3.43074,2.14329,4.70409,0.34443,10.65598,0.25,0,,5.190724375,141.5911916,25.40316,44.07118,26.93510344
0.02752,4.63357,3.5316,4.71229,0.54348,13.44845,0.25,0,,10.51044969,387.6295728,51.5868975,30.1408325,5.118389063
0.09837,7.36474,6.50996,9.58072,2.84377,26.39755,0.25,0,,6.982900313,220.2126944,31.20305469,28.76941906,8.15245625
0.03932,3.46883,4.62692,5.0204,0.71852,13.87399,0.25,0,,15.01749094,359.2943731,42.84805625,31.8735825,8.582558125
0.02376,2.0172,2.74762,3.64795,0.2788,8.71534,0.25,0,,11.2041825,331.2249869,39.40979781,26.95305563,5.059473438
0.07868,7.2132,8.27544,7.69064,0.69002,23.94798,0.25,0,,8.399763438,197.9489641,30.95943875,31.85466219,11.5941975
0.04551,5.21083,7.91991,7.98601,1.40279,22.56505,0.25,0,,16.90921094,611.969165,51.46566219,27.31085094,6.528860313
0.06923,4.53408,9.89476,7.40558,0.45,22.35365,0.25,0,,8.048945,245.0527084,28.22580188,31.71671094,14.66016469
0.05934,5.1712,7.63639,7.65826,0.51392,21.03912,0.25,0,,14.87661688,455.4408763,33.18638875,25.72714969,4.60346375
0.06574,5.61786,6.54285,6.72657,0.48727,19.4403,0.25,0,,10.19225688,446.0460741,35.96316656,24.16074875,4.84961
0.02618,2.21116,3.80285,4.04363,0.25165,10.33547,0.25,0,,4.1077075,188.4829881,21.28629563,21.556305,4.120659375
0.0548,8.81031,5.38009,7.81007,0.66454,22.71981,0.25,0,,9.97253,253.6479909,20.90391219,23.7365825,5.123579375
0.07044,6.53323,4.39482,6.95537,0.67806,18.63192,0.25,0,,9.031990313,291.8693544,32.01750594,22.03130719,4.208606563
0.05819,7.46349,3.71916,7.18469,0.4043,18.82983,0.25,0,,5.201510625,180.8775959,27.02395906,25.59614156,6.207744375
0.06088,9.99107,5.19285,9.18264,0.62769,25.05511,0.25,0,,2.0729275,70.63790563,16.80813625,22.05446188,4.391183438
0.05548,5.51211,4.40158,7.95813,0.80551,18.7328,0.25,0,,5.176705313,156.6057778,26.89820125,32.55927906,12.38007875
0.04529,3.72292,3.57629,5.307,0.45269,13.10419,0.25,0,,8.909737813,295.9345047,28.91533563,26.47777594,9.434619688
0.03624,6.50555,2.99932,6.56564,0.36384,16.47059,0.25,0,,1.059288125,50.10052656,26.7652,35.55352219,19.44224
0.01819,2.12506,1.62008,4.07492,0.27788,8.11614,0.25,0,,1.529150938,83.83625438,32.25055375,37.98669938,11.17834219
0.02809,3.64965,3.46794,4.77225,0.44257,12.3605,0.25,0,,0.7676525,49.69660813,23.17782313,35.61710656,17.9689225
0.0859,8.14931,5.6932,6.86295,1.01652,21.80788,0.25,0,,0.865191875,57.77755594,26.87619875,40.69871406,21.83900813
0.01498,2.04219,3.26042,4.50057,0.40751,10.22567,0.25,0,,1.622130313,82.97126656,30.82959656,33.23416,10.119005
0.02639,1.97846,2.23996,3.24642,0.23578,7.72701,0.25,0,,1.39299875,65.42507438,34.7016875,54.28367375,28.80046281
0.0911,8.75205,7.40395,8.87167,0.84977,25.96854,0.25,0,,0.818494375,42.83334219,20.20994344,32.46564188,14.799275
0.01835,2.98187,5.1174,5.70974,0.8423,14.66966,0.25,0,,1.011669063,47.61188813,25.4023,50.55362031,33.644065
0.06713,7.69366,9.29212,8.6122,0.66109,26.32619,0.25,0,,0.744298125,34.71522281,21.46014875,27.23481094,9.377964375
0.06159,6.78925,8.22542,7.94063,0.5887,23.60559,0.25,0,,0.72848875,43.09576125,29.74971594,22.87610969,8.022391563
0.04702,4.52393,3.14865,6.02129,0.59723,14.33812,0.25,0,,0.53696125,29.85889344,20.73046188,26.63292219,9.08102125
0.06811,6.10577,3.28256,6.56427,0.48386,16.50457,0.25,0,,1.327215938,56.67194094,22.38086313,28.76206406,10.58500594
